"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"13756","Barnyard","Wii","2006","Action","THQ",0.04,0,0,0,0.04,65,15,"5.7",7,"Blue Tongue Entertainment","E10+"
"13757","Paws & Claws: Regal Resort","DS","2010","Simulation","THQ",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13758","Mazes of Fate DS","DS","2008","Role-Playing","Graffiti",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Sabarasa Entertainment","T"
"13759","Novastorm","PS","1995","Shooter","Psygnosis",0.02,0.02,0,0,0.04,NA,NA,"",NA,"",""
"13760","Shiren the Wanderer 4 - God's Eye and the Demon's Navel","PSP","2012","Role-Playing","Spike",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13761","PopCap Arcade Vol 1","X360","2007","Puzzle","PopCap Games",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"PopCap","E"
"13762","Test Drive: Ferrari Legends","PS3","2012","Racing","Unknown",0.04,0,0,0.01,0.04,62,19,"4.9",22,"Atari, Slightly Mad Studios, Atari SA","E"
"13763","Heroes of Might and Magic V","PC","2006","Strategy","Ubisoft",0,0.03,0,0.01,0.04,77,41,"7.9",349,"Nival Interactive","T"
"13764","Dead Ball Zone","PS","1998","Sports","GT Interactive",0.02,0.02,0,0,0.04,NA,NA,"",NA,"",""
"13765","NBA in the Zone 2000","N64","2000","Sports","Konami Digital Entertainment",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13766","Winning Post World 2010","PS3","2010","Sports","Tecmo Koei",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13767","NBA In The Zone '99","N64","1998","Sports","Konami Digital Entertainment",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13768","Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!","DS","2010","Action","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13769","World Series Baseball","SAT","1994","Sports","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13770","Haunted Casino","SAT","1996","Adventure","Societa",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13771","Metal Gear Solid: Digital Graphic Novel","PSP","2006","Misc","Konami Digital Entertainment",0.02,0,0.02,0,0.04,78,22,"7.2",21,"Kojima Productions","M"
"13772","Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari","PSV","2012","Action","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13773","Aeon Flux","PS2","2005","Action","THQ",0.02,0.02,0,0.01,0.04,66,19,"5.8",9,"Terminal Reality","T"
"13774","MLB 2K12 / NBA 2K12 Combo Pack","X360","2012","Sports","Take-Two Interactive",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13775","Age of Mythology: The Titans","PC","2003","Strategy","Microsoft Game Studios",0.02,0.02,0,0,0.04,84,25,"8.7",119,"Ensemble Studios","T"
"13776","Chicken Blaster","DS","2009","Shooter","Zushi Games",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Zoo Games","E10+"
"13777","S.Y.K Renshouden Portable","PSP","2011","Adventure","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13778","Psycho-Pass: Mandatory Happiness","PS4","2016","Adventure","Nippon Ichi Software",0.03,0,0,0.01,0.04,72,26,"8.3",19,"5pb","T"
"13779","Arctic Tale","Wii","2007","Adventure","Zoo Digital Publishing",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Atomic Planet Entertainment","E"
"13780","Virtua Tennis 4","PC","2011","Sports","Sega",0,0.03,0,0.01,0.04,66,5,"7.3",43,"Sega","E"
"13781","Metal Max Returns","SNES","1995","Role-Playing","Data East",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13782","Shattered Union","XB","2005","Strategy","Take-Two Interactive",0.03,0.01,0,0,0.04,66,17,"6.9",7,"PopTop Software","T"
"13783","GRID","PC","N/A","Racing","Codemasters",0,0.03,0,0.01,0.04,87,25,"7.9",463,"Codemasters","E"
"13784","Monster High: New Ghoul in School","PS3","2015","Action","Little Orbit",0,0.03,0,0.01,0.04,NA,NA,"tbd",NA,"Torus Games, Little Orbit","E"
"13785","Hanaoni: Yume no Tsudzuki","PSP","2012","Action","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13786","Mat Hoffman's Pro BMX 2","GC","2002","Sports","Activision",0.03,0.01,0,0,0.04,70,12,"tbd",NA,"Rainbow Studios","T"
"13787","Deadliest Warrior: Ancient Combat","PS3","2012","Fighting","Cloud Imperium Games Corporation",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Pipeworks Software, Inc.","M"
"13788","Unchained Blades ","3DS","2011","Role-Playing","FuRyu",0,0,0.04,0,0.04,65,8,"7.8",16,"FuRyu","T"
"13789","Terraria","XOne","2014","Action","505 Games",0,0.04,0,0,0.04,84,5,"7.7",29,"Engine Software","T"
"13790","Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!","3DS","2014","Adventure","Happinet",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13791","Company of Heroes: Opposing Fronts","PC","2007","Strategy","THQ",0.01,0.03,0,0.01,0.04,87,36,"8.6",235,"Relic","M"
"13792","Gal*Gun","X360","2011","Shooter","Alchemist",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13793","Black & White","PC","2001","Strategy","Electronic Arts",0,0.04,0,0,0.04,NA,NA,"",NA,"",""
"13794","NHL Hitz Pro","GC","N/A","Sports","Unknown",0.03,0.01,0,0,0.04,81,15,"7.8",5,"Next Level Games","E"
"13795","Ookami Kakushi","PSP","2009","Action","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13796"," Haikyu!! Cross Team Match!","3DS","2016","Adventure","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13797","Gormiti: The Lords of Nature!","Wii","2010","Adventure","Konami Digital Entertainment",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13798","North American Hunting Extravaganza 2","Wii","2010","Sports","Unknown",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13799","Zen-Nippon GT Senshuken","SNES","1995","Racing","Banpresto",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13800","Monaco Grand Prix","N64","1999","Racing","Ubisoft",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13801","Worms Armageddon","N64","1999","Strategy","Infogrames",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13802","Rally Challenge 2000","N64","1999","Racing","Imagineer",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13803","Looney Tunes Duck Dodgers Starring: Daffy Duck","N64","2000","Platform","Infogrames",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13804","PD Ultraman Battle Collection 64","N64","1999","Strategy","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13805","Deadly Arts","N64","1998","Fighting","Konami Digital Entertainment",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13806","Superman: Countdown to Apokolips","GBA","2003","Platform","Atari",0.03,0.01,0,0,0.04,47,5,"5.7",6,"Mistic Software","E"
"13807","Sengoku Musou 3 Z Special","PSP","2012","Action","Ackkstudios",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13808","Kikou Heidan J-Phoenix 2","PS2","2003","Action","Takara",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13809","Ben 10 Galactic Racing","PSV","2012","Racing","D3Publisher",0.02,0.01,0,0.01,0.04,NA,NA,"3.8",8,"Monkey Bar Games","E"
"13810","Dragon's Lair 3D: Return to the Lair","GC","2002","Platform","THQ",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13811","Harukanaru Toki no Naka de 5","PSP","2011","Role-Playing","Tecmo Koei",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13812","Worms 4: Mayhem","XB","2005","Strategy","Codemasters",0.03,0.01,0,0,0.04,69,27,"9.2",6,"Team 17","T"
"13813","Winning Post 7 2012","PSP","2012","Sports","Ackkstudios",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13814","Rise of Nations","PC","2003","Strategy","Microsoft Game Studios",0.01,0.02,0,0.01,0.04,89,30,"9",274,"Big Huge Games","T"
"13815","Who Wants to Be a Millionaire: 3rd Edition","DS","2010","Misc","Ubisoft",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Ludia Inc.","E"
"13816","Point Blank 2","PS","1998","Shooter","Namco Bandai Games",0.02,0.02,0,0,0.04,NA,NA,"",NA,"",""
"13817","Saru! Get You! Pipo Saru Senki","PSP","2009","Role-Playing","Sony Computer Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13818","Men of War: Vietnam","PC","2011","Strategy","Unknown",0,0.03,0,0.01,0.04,68,19,"4.9",35,"Best Way","T"
"13819","J.League Pro Soccer Club o Tsukurou! 8 Euro Plus","PSP","2013","Sports","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13820","Imperial Glory","PC","2005","Strategy","Eidos Interactive",0,0.04,0,0,0.04,69,28,"8.4",73,"Pyro Studios","T"
"13821","Imabikisou","PS3","2007","Adventure","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13822","Hakuouki: Reimeiroku Portable","PSP","2011","Adventure","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13823","Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection","PS2","2008","Shooter","Sega",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13824","Antz Extreme Racing","PS2","2002","Racing","Empire Interactive",0.02,0.02,0,0.01,0.04,31,5,"5",8,"Empire Interactive","E"
"13825","Motto TOEIC Test DS Training","DS","2008","Misc","IE Institute",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13826","Super Robot Gakuen","DS","2009","Adventure","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13827","Atelier Iris 3: Grand Phantasm (JP Sales)","PS2","2006","Role-Playing","Tecmo Koei",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13828","Ape Escape","PS3","2010","Platform","Sony Computer Entertainment",0,0.03,0,0.01,0.04,NA,NA,"",NA,"",""
"13829","Jojo's Fashion Show: Design in a Dash!","DS","2009","Simulation","Ubisoft",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13830","Mike Tyson Boxing","GBA","2002","Sports","Ubisoft",0.03,0.01,0,0,0.04,44,8,"tbd",NA,"Virtucraft","E"
"13831","The Legend of Heroes: Trails in the Sky First Chapter","PS3","2012","Role-Playing","Falcom Corporation",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13832","Go Diego Go!: Safari Rescue","PS2","2008","Action","Take-Two Interactive",0.02,0.02,0,0.01,0.04,NA,NA,"",NA,"",""
"13833","System 3 presents Ferrari Challenge Trofeo Pirelli","DS","2008","Racing","System 3 Arcade Software",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13834","Samurai Warriors 2: Empires","X360","2007","Action","Tecmo Koei",0.03,0,0.01,0,0.04,53,29,"8.5",13,"Omega Force","T"
"13835","Metal Slug XX","PSP","2009","Shooter","DHM Interactive",0.03,0,0,0,0.04,67,22,"6.1",9,"SNK Playmore","T"
"13836","Clannad","PS2","2006","Adventure","Interchannel",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13837","Patrician IV","PC","2010","Strategy","Kalypso Media",0.03,0,0,0,0.04,66,18,"6.4",34,"Gaming Minds Studios","E"
"13838","Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst","PSP","2009","Fighting","Marvelous Interactive",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13839","Fisherman's Challenge","PS2","2003","Sports","Konami Digital Entertainment",0.02,0.02,0,0.01,0.04,67,7,"7.5",4,"Konami","E"
"13840","Mission: Impossible - Operation Surma","GBA","2003","Platform","Atari",0.03,0.01,0,0,0.04,42,16,"tbd",NA,"M4 Limited","T"
"13841","Akko ni Omakase! Brain Shock","DS","2006","Misc","Taito",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13842","Platinum Sudoku","DS","2007","Puzzle","Ubisoft",0.03,0.01,0,0,0.04,NA,NA,"tbd",NA,"Gameloft","E"
"13843","Resident Evil: Revelations","PC","2013","Action","Capcom",0,0.04,0,0,0.04,77,12,"7",342,"Capcom","M"
"13844","King of Fighters: Maximum Impact Regulation A","PS2","2007","Fighting","SNK Playmore",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13845","Date A Live: Rine Utopia","PS3","2013","Adventure","Compile Heart",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13846","Durarara!! 3way Standoff: Alley","PSP","2011","Adventure","Kadokawa Shoten",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13847","Gummy Bears Mini Golf","Wii","2010","Sports","Unknown",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13848","The Da Vinci Code","XB","2006","Action","Take-Two Interactive",0.03,0.01,0,0,0.04,52,34,"2.8",5,"Double Helix Games","T"
"13849","Monster Band","DS","2008","Misc","Tivola",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Novarama","E"
"13850","Famicom Mini: Clu Clu Land","GBA","2004","Puzzle","Nintendo",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13851","Super Black Bass Fishing","DS","2005","Sports","Majesco Entertainment",0.04,0,0,0,0.04,35,6,"tbd",NA,"Starfish","E"
"13852","Sacred Blaze","PS2","2009","Strategy","Flight-Plan",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13853","Painkiller: Hell & Damnation","PS3","2013","Shooter","Nordic Games",0.02,0.01,0,0.01,0.04,NA,NA,"",NA,"",""
"13854","Rollin' Rascals","DS","2009","Puzzle","Rising Star Games",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Hoget","E"
"13855","Haneru no Tobira DS: Tanshuku Tetsudou no Yoru","DS","2007","Misc","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13856","Pure Pinball","XB","2004","Misc","XS Games",0.03,0.01,0,0,0.04,68,11,"8.5",6,"Iridon Interactive AB","E"
"13857","Thoroughbred Breeder II Plus","PS","1995","Simulation","Hect",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13858","Hanaoni: Koisomeru Koku - Eikyuu no Shirushi","PSP","2011","Adventure","Idea Factory",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13859","Zac to Ombra: Maboroshi no Yuuenchi","DS","2010","Adventure","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13860","Shadow of the Colossus","PS3","2011","Action","Sony Computer Entertainment",0,0,0.04,0,0.04,NA,NA,"8.4",72,"Bluepoint Games","T"
"13861","Phantom Breaker","X360","2011","Fighting","5pb",0.02,0,0.02,0,0.04,NA,NA,"",NA,"Delta Factory","T"
"13862","Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu","Wii","2010","Fighting","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13863","BlazBlue: Chrono Phantasma Extend","PS3","2015","Action","PQube",0,0,0.04,0,0.04,NA,NA,"8.3",10,"Arc System Works","T"
"13864","Valhalla Knights 2: Battle Stance","PSP","2009","Role-Playing","Marvelous Interactive",0,0,0.04,0,0.04,NA,NA,"tbd",NA,"K2","E10+"
"13865","Yuki Yuna is a Hero: Memory of the Forest","PSV","2015","Action","FuRyu",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13866","99 no Namida","DS","2008","Adventure","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13867","Cyber Troopers Virtual-On Marz","PS2","2003","Fighting","Sega",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13868","Ookami to Koushinryou: Boku to Horo no Ichinen","DS","2008","Adventure","ASCII Media Works",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13869","Clannad","PSP","2008","Adventure","Prototype",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13870","Headhunter: Redemption","PS2","2004","Action","Sega",0.02,0.01,0,0,0.04,62,29,"6.7",7,"Amuze","M"
"13871","Stuntman","GBA","2003","Racing","Atari",0.03,0.01,0,0,0.04,77,8,"tbd",NA,"Atari","E"
"13872","The Chase: Felix Meets Felicity","DS","2009","Action","Atari",0.04,0,0,0,0.04,59,9,"tbd",NA,"Razorback Developments","E"
"13873","Time Travelers","3DS","2012","Adventure","Unknown",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13874","WSC Real 11: World Snooker Championship","X360","2011","Sports","Koch Media",0,0.03,0,0,0.04,NA,NA,"",NA,"",""
"13875","Dead Rising","PS4","2016","Action","Capcom",0.02,0,0.01,0.01,0.04,78,6,"6.6",30,"Capcom","M"
"13876","Luxor: Pharaoh's Challenge","Wii","N/A","Puzzle","Funsta",0.01,0.02,0,0,0.04,NA,NA,"tbd",NA,"MumboJumbo","E"
"13877","Grand Theft Auto: Vice City","PC","2003","Action","Take-Two Interactive",0,0.03,0,0.01,0.04,94,30,"8.8",1520,"Rockstar North","M"
"13878","Doraemon: Shin Nobita no Nihon Tanjou","3DS","2016","Misc","FuRyu",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13879","Syndicate Wars","PS","1997","Strategy","Electronic Arts",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13880","Sonic PC Collection","PC","2009","Misc","Sega",0,0.04,0,0,0.04,NA,NA,"",NA,"",""
"13881","Surf's Up","PS3","2007","Sports","Ubisoft",0.03,0,0,0,0.04,59,8,"5.1",7,"Ubisoft Montreal","E10+"
"13882","DuckTales: Remastered","X360","2013","Action","Capcom",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13883","Draglade (JP sales)","DS","2007","Fighting","505 Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13884","Herc's Adventures","PS","1997","Action","Virgin Interactive",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13885","Tiger Woods PGA Tour Golf","GBA","2002","Sports","Ubisoft",0.03,0.01,0,0,0.04,NA,NA,"tbd",NA,"Rebellion","E"
"13886","SWAT: Target Liberty","PSP","2007","Shooter","Vivendi Games",0.03,0,0,0,0.04,50,26,"7.7",9,"3G Studios","T"
"13887","Twin Strike: Operation Thunder","Wii","2008","Shooter","Zoo Games",0.04,0,0,0,0.04,50,7,"8.3",6,"Naps Team","E10+"
"13888","CSI: Fatal Conspiracy","PC","2010","Adventure","Ubisoft",0,0.03,0,0.01,0.04,47,5,"5.5",6,"Telltale Games","M"
"13889","Bomberman: Act Zero","X360","2006","Puzzle","Konami Digital Entertainment",0.04,0,0,0,0.04,34,41,"2.2",42,"Hudson","T"
"13890","All Points Bulletin","PC","2010","Role-Playing","Electronic Arts",0,0.03,0,0.01,0.04,NA,NA,"",NA,"",""
"13891","Empire Earth III","PC","2007","Strategy","Vivendi Games",0,0.03,0,0.01,0.04,50,40,"2.8",53,"Mad Doc Software","T"
"13892","Astro Boy: The Video Game","PSP","2009","Action","D3Publisher",0.04,0,0,0,0.04,60,6,"tbd",NA,"High Voltage Software","E10+"
"13893","The Sims 4: Spa Day","PC","2015","Simulation","Electronic Arts",0,0.04,0,0,0.04,NA,NA,"7.6",26,"Maxis","T"
"13894","Hannspree Ten Kate Honda: SBK Superbike World Championship","PSP","2007","Racing","Black Bean Games",0.03,0,0,0,0.04,NA,NA,"tbd",NA,"Milestone S.r.l","E10+"
"13895","Game of Thrones (Telltale)","PS3","2015","Adventure","Telltale Games",0.02,0.02,0,0.01,0.04,NA,NA,"",NA,"",""
"13896","Resident Evil: Operation Raccoon City","PC","2012","Action","Capcom",0,0.03,0,0.01,0.04,48,8,"3.8",188,"Slant Six","M"
"13897","Hyperdimension Neptunia Victory II","PS4","2015","Role-Playing","Idea Factory International",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13898","Free Running","Wii","2009","Sports","Reef Entertainment",0.02,0.02,0,0,0.04,NA,NA,"tbd",NA,"Rebellion","T"
"13899","Tsurugi no Machi no Ihoujin: Kuro no Kyuuden","PSV","2015","Role-Playing","Experience Inc.",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13900","Dreamfall: The Longest Journey","XB","2006","Adventure","Empire Interactive",0.03,0.01,0,0,0.04,73,42,"8.8",24,"Funcom","M"
"13901","Tokimeki Mahjong Paradise: Koi no Tenpai Beat","SAT","1995","Misc","Sonnet",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13902","Blue Roses: Yousei to Aoi Hitomi no Senshitachi","PSP","2010","Adventure","Nippon Ichi Software",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13903","Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!","DS","2005","Misc","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13904","Zatch Bell! Mamodo Fury","GC","2005","Fighting","Namco Bandai Games",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13905","JASF: Jane's Advanced Strike Fighters","PC","2011","Simulation","Deep Silver",0.02,0.01,0,0,0.04,48,4,"3.1",14,"Trickstar Games","T"
"13906","SpongeBob: HeroPants","3DS","2015","Platform","Activision",0.03,0,0,0,0.04,NA,NA,"tbd",NA,"Activision","E"
"13907","Dora's Big Birthday Adventure","PS2","2010","Misc","Take-Two Interactive",0.02,0.01,0,0,0.04,NA,NA,"tbd",NA,"2K Play","E"
"13908","PopStar Guitar","PS2","2008","Misc","XS Games",0.02,0.01,0,0,0.04,NA,NA,"tbd",NA,"XS Games","T"
"13909","NHL Blades of Steel 2000","PS","1999","Sports","Konami Digital Entertainment",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13910","Outlaw Volleyball Remixed","PS2","2004","Sports","Global Star",0.02,0.01,0,0,0.04,57,9,"tbd",NA,"Hypnotix","M"
"13911","Corpse Party: Blood Covered - Repeated Fear","3DS","2015","Adventure","5pb",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13912","The Adventures of Darwin","PS2","2006","Strategy","Essential Games",0.01,0,0.03,0,0.04,53,10,"tbd",NA,"Vingt-et-un Systems","E10+"
"13913","Berserk and the Band of the Hawk","PS4","2016","Action","Tecmo Koei",0,0,0.04,0,0.04,NA,NA,"",NA,"Omega Force",""
"13914","Just Sing! Vol. 2","DS","2011","Misc","PQube",0,0.03,0,0,0.04,NA,NA,"",NA,"",""
"13915","Klonoa Heroes: Densetsu no Star Medal","GBA","2002","Role-Playing","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13916","Pajama Sam: You are What You Eat From Your Head to Your Feet","PS","2001","Adventure","Infogrames",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13917","Metal Gear Solid V: The Definitive Experience","PS4","2016","Action","Konami Digital Entertainment",0.01,0.02,0.01,0,0.04,NA,NA,"7.8",11,"Kojima Productions","M"
"13918","Jewel Quest Mysteries 2: Trail of the Midnight Heart","DS","2011","Puzzle","Unknown",0,0.03,0,0,0.04,NA,NA,"",NA,"",""
"13919","Brothers In Arms DS","DS","2007","Shooter","Ubisoft",0.03,0,0,0,0.04,72,27,"8",25,"Gameloft","T"
"13920","Gal Gun: Double Peace","PSV","2015","Action","PQube",0,0.02,0.01,0.01,0.04,NA,NA,"8.1",10,"Alchemist, Inti Creates","M"
"13921","Warhammer: Dark Omen","PS","1998","Strategy","Electronic Arts",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13922","Denki Blocks!","GBA","2001","Puzzle","Rage Software",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13923","Mobile Suit Gundam: Mokuba no Kiseki","PSP","2012","Action","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13924","Off-Road Drive","PC","2011","Racing","1C Company",0,0.03,0,0,0.04,60,10,"6.4",17,"Avalon Style",""
"13925","A Ressha de Ikou DS","DS","2009","Simulation","ArtDink",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13926","Harukanaru Toki no Naka de 4: Aizouban","PSP","2010","Role-Playing","Tecmo Koei",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13927","Ballistic","PS","1999","Puzzle","Atari",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13928","Colin McRae Rally 3","XB","2002","Racing","Codemasters",0.03,0.01,0,0,0.04,86,25,"7.4",14,"Codemasters","E"
"13929","City Builder","Wii","2010","Misc","Virtual Play Games",0.04,0,0,0,0.04,NA,NA,"tbd",NA,"Collision Studios","E"
"13930","Don Bradman Cricket 14","XOne","2015","Sports","Tru Blu Entertainment",0,0.04,0,0,0.04,NA,NA,"",NA,"",""
"13931","Sega Rally 2006","PS2","N/A","Racing","Unknown",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13932","TMNT","DS","2007","Action","Ubisoft",0.03,0.01,0,0,0.04,42,10,"2.2",5,"Ubisoft Quebec","E10+"
"13933","Gundam Battle Online","DC","2001","Action","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13934","Shonen Jump's One Piece: Grand Adventure","GC","2006","Fighting","Namco Bandai Games",0.03,0.01,0,0,0.04,NA,NA,"",NA,"",""
"13935","NatGeo Challenge! Wild Life","Wii","2010","Misc","Black Bean Games",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13936","Holly Hobbie & Friends","DS","2007","Misc","Majesco Entertainment",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13937","Stolen","PS2","2005","Action","Hip Interactive",0.02,0.01,0,0,0.04,51,16,"7.4",16,"Blue 52","T"
"13938","Glacier2","Wii","2009","Racing","Zoo Games",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13939","Gitaroo Man Lives!","PSP","2006","Misc","Tecmo Koei",0.03,0,0,0,0.04,NA,NA,"",NA,"",""
"13940","Stoked: Big Air Edition","X360","2009","Sports","Namco Bandai Games",0.02,0.02,0,0,0.04,72,21,"7.7",16,"Bongfish","T"
"13941","Heathcliff! Frantic Foto","DS","2010","Misc","Storm City Games",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13942","Memories Off 6: T-Wave","PS2","2008","Adventure","5pb",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13943","LEGO Jurassic World","PC","2015","Action","Warner Bros. Interactive Entertainment",0,0.04,0,0,0.04,72,8,"7.1",31,"TT Games","E10+"
"13944","Pro Race Driver","XB","2003","Racing","Codemasters",0.03,0.01,0,0,0.04,80,17,"7.5",4,"Codemasters","T"
"13945","Famicom Remix Best Choice","3DS","2015","Action","Nintendo",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13946","Ide Yosuke no Mahjong Kazoku","PS","1995","Misc","Seta Corporation",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13947","Jig-A-Pix: Pets","DS","2009","Puzzle","Zushi Games",0.03,0,0,0,0.04,NA,NA,"tbd",NA,"Frame Studios Interactive","E"
"13948","R-Type Command (correct US sales)","PSP","2007","Strategy","Rising Star Games",0.04,0,0,0,0.04,NA,NA,"",NA,"",""
"13949","Quiz Mobile Gundam: Toi Senshi DX","PSP","2006","Puzzle","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"13950","E.T. The Extra-Terrestrial: Interplanetary Mission","PS","2001","Platform","Ubisoft",0.02,0.01,0,0,0.04,NA,NA,"",NA,"",""
